BEVOEGD GEZAG NUMMER;BEVOEGD GEZAG NAAM;STRAATNAAM;HUISNUMMER-TOEVOEGING;POSTCODE;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;DENOMINATIE;TELEFOONNUMMER;INTERNETADRES;STRAATNAAM CORRESPONDENTIEADRES;HUISNUMMER-TOEVOEGING CORRESPONDENTIEADRES;POSTCODE CORRESPONDENTIEADRES;PLAATSNAAM CORRESPONDENTIEADRES;ADMINISTRATIEKANTOORNUMMER;SOORT PRIMAIR ONDERWIJS
70033;Vereniging Jenaplan Stichtsevecht;Drie Stammenweg;2;3628 BW;KOCKENGEN;1904;STICHTSE VECHT;Algemeen bijzonder;0346241773;www.jenaplanstichtsevecht;Drie Stammenweg;2;3628 BW;KOCKENGEN;606;BO
70085;Stichting Hervormde Scholen voor Basisonderwijs;Vondellaan;4;3906 EA;VEENENDAAL;0345;VEENENDAAL;Protestants-Christelijk;0318543210;www.shsveenendaal.nl;Postbus;1109;3900 BC;VEENENDAAL;   ;BO
70163;Stichting ZML TWOG;Europastraat;50-A1;7622 KG;BORNE;0147;BORNE;Algemeen bijzonder;0742673917;www.twog.nl;Europastraat;50-A1;7622 KG;BORNE;722;SO + VSO
70176;Stichting Christel. Onderwijs Haaglanden;Laan van Meerdervoort;70;2517 AN;'S-GRAVENHAGE;0518;S GRAVENHAGE;Protestants-Christelijk;0703118787;www.scoh.nl;Postbus;18546;2502 EM;'S-GRAVENHAGE;   ;BO + SBO + SO + VSO
70280;Ver. v. Prot.-Chr. Basisond.;Voorhuis;3;3471 EK;KAMERIK;0632;WOERDEN;Protestants-Christelijk;0348402794;                                                                                ;Voorhuis;3;3471 EK;KAMERIK;136;BO
70358;St. Verstr. CO op GGU vd Ger. Gem. in Ned. Goes/Kruiningen;Zuidvlietstraat;140;4461 HB;GOES;0664;GOES;Protestants-Christelijk;0113211984;                                                                                ;Zuidvlietstraat;140;4461 HB;GOES;165;BO
70644;R.K. Onderwijsstichting Giesbeek-Lathum;Kerkstraat;68;6987 AD;GIESBEEK;0299;ZEVENAAR;Rooms-Katholiek;0313631273;www.paulusschool-giesbeek.nl;Kerkstraat;68;6987 AD;GIESBEEK;744;BO
71008;Stichting Leerrijk!;Prof. Eykmanweg;7-B;5144 ND;WAALWIJK;0867;WAALWIJK;Rooms-Katholiek;0416320768;www.leerrijk.nl;Prof. Eykmanweg;7-B;5144 ND;WAALWIJK;949;BO + SBO
71242;Deventer Leerschool;Brinkpoortstraat;7;7411 HR;DEVENTER;0150;DEVENTER;Algemeen bijzonder;0570616801;www.deventerleerschool.nl;Postbus;159;7000 AD;DOETINCHEM;744;BO
71371;Martinusstichting voor spec. en voortgezet spec. ond.;Aleyda van Raephorstlaan;243;3054 CR;ROTTERDAM;0599;ROTTERDAM;Rooms-Katholiek;0104223517;www.zmlk.nl;Postbus;1080;3000 BB;ROTTERDAM;706;SO + VSO
71463;Ver. Alg. Bijz. Basisonderwijs 'De Opbouw';Burg Praamsmalaan;34;8701 AP;BOLSWARD;1900;SUDWEST-FRYSLAN;Algemeen bijzonder;0515575856;jenaplanschooldeopbouw.nl;Burg Praamsmalaan;34;8701 AP;BOLSWARD;780;BO
71488;Stg. v. Kath. Primair Onderw. Amersfoort en Omstreken;Amsterdamseweg;41;3812 RP;AMERSFOORT;0307;AMERSFOORT;Rooms-Katholiek;0332570645;www.kpoa.nl;Postbus;930;3800 AX;AMERSFOORT;   ;BO + SBO
71502;Stichting voor Freinetonderwijs in Utrecht;Kruisdwarsstraat;6;3581 GL;UTRECHT;0344;UTRECHT;Algemeen bijzonder;0302317488;www.nieuweregentesseschool.nl;Kruisdwarsstraat;6;3581 GL;UTRECHT;948;BO
71515;Ver. tot Stg. en Instandhoud. van een School met de Bijbel;Nieuwstraat;9;3474 JL;ZEGVELD;0632;WOERDEN;Protestants-Christelijk;0348691466;www.jorai.nl;Hoofdweg;63;3474 JB;ZEGVELD;136;BO
71749;Stichting Primair Onderwijs Peelraam;Dorpsstraat;11;5446 AM;WANROIJ;1702;SINT ANTHONIS;Rooms-Katholiek;0485471811;www.peelraam.nl;Postbus;44;5450 AA;MILL;   ;BO
71956;Stichting Primair Onderwijs de Linge;Polseweg;13;6851 DA;HUISSEN;1705;LINGEWAARD;Rooms-Katholiek;0263179930;www.delinge.nl;Postbus;42;6850 AA;HUISSEN;952;BO + SBO
72087;Coöperatie De Vrije School Utrecht UA;Hieronymusplantsoen;3;3512 KV;UTRECHT;0344;UTRECHT;Antroposofisch;0302319209;www.vrijeschoolutrecht.nl;Hieronymusplantsoen;3;3512 KV;UTRECHT;722;BO
72100;Ver. Willem de Zwijgerschool voor Christelijk Onderwijs;Gentsestraat;124;2587 HZ;'S-GRAVENHAGE;0518;S GRAVENHAGE;Protestants-Christelijk;0703557484;www.wdzscheveningen.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
72242;Stichting R.K. Onderwijs Aerdenhout;Teding van Berkhoutlaan;20;2111 ZC;AERDENHOUT;0377;BLOEMENDAAL;Rooms-Katholiek;0235240508;www.antoniusschool.com;Teding van Berkhoutlaan;20;2111 ZC;AERDENHOUT;098;BO
72386;Ver. tot Stg. & Inst.houding SmdB voor B.O. Ooltgensplaat;Pieter Biggestraat;11;3257 AR;OOLTGENSPLAAT;1924;GOEREE-OVERFLAKKEE;Protestants-Christelijk;0187631485;www.hoeksteen-ooltgensplaat.nl;Postbus;59;3257 ZH;OOLTGENSPLAAT;413;BO
72464;Stichting Chr. Spec. Onderwijs Apeldoorn;Mr. van Hasseltlaan;57;7316 DK;APELDOORN;0200;APELDOORN;Protestants-Christelijk;0555889889;www.cso-apeldoorn.nl;Mr. van Hasseltlaan;57;7316 DK;APELDOORN;606;SBO + SO + VSO
72554;Stichting R.K. Prim. Onderwijs Culemborg;Irene Vorrinkstraat;19;4105 JA;CULEMBORG;0216;CULEMBORG;Rooms-Katholiek;0345532202;www.rk-schoolbestuur.nl;Postbus;5040;3502 JA;UTRECHT;706;BO
72750;Vereniging Jenaplanschool Gorkum;Traverse;18;4207 GG;GORINCHEM;0512;GORINCHEM;Algemeen bijzonder;0183626349;www.jenaplangorkum.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
72853;Stichting Katholiek Onderwijs Volendam;Heideweg;2;1132 DB;VOLENDAM;0385;EDAM-VOLENDAM;Rooms-Katholiek;0299399290;www.deskov.nl;Postbus;23;1130 AA;VOLENDAM;291;BO + SBO
72905;Stichting Speciaal Onderw. en Exp.centra;Weegschaalstraat;3;5632 CW;EINDHOVEN;0772;EINDHOVEN;Rooms-Katholiek;0402163850;www.ssoe.nl;Weegschaalstraat;3;5632 CW;EINDHOVEN;413;SO + VSO
73114;Stichting Biezonderwijs;Piushaven;6;5017 AN;TILBURG;0855;TILBURG;Rooms-Katholiek;0132100121;www.biezonderwijs.com;Postbus;5134;5004 EC;TILBURG;401;SBO + SO + VSO
73191;Stichting Nuwelijn;Pastoor Gillisstraat;145-A;5121 CD;RIJEN;0784;GILZE EN RIJEN;Rooms-Katholiek;0161232154;www.nuwelijn.nl;Postbus;152;5120 AD;RIJEN;   ;BO
73283;R.K. Stichting De Goede Herder;Montgolfierstraat;71;5703 EB;HELMOND;0794;HELMOND;Rooms-Katholiek;0492599745;www.bs-goedeherder.nl;Montgolfierstraat;71;5703 EB;HELMOND;401;BO
73556;Stichting Sint Albertus;Dorpsstraat;28;5298 CB;LIEMPDE;0757;BOXTEL;Rooms-Katholiek;0411637040;www.oversteekliempde.nl;Dorpsstraat;28;5298 CB;LIEMPDE;638;BO
73712;Stg. Katholiek en Interconf. Primair Onderwijs Veghel;Stadhuisplein;98;5461 KS;VEGHEL;0860;VEGHEL;Rooms-Katholiek;0413310790;www.skipov.nl;Postbus;358;5460 AJ;VEGHEL;696;BO + SBO
73724;Nicolaas-Stichting;Beatrixlaan;1;9752 LN;HAREN GN;0017;HAREN;Rooms-Katholiek;0505346750;www.sintnicolaasschool.nl;Postbus;135;9750 AC;HAREN GN;780;BO
73906;Stichting Kempenhaeghe;Sterkselseweg;65;5591 VE;HEEZE;1658;HEEZE-LEENDE;Rooms-Katholiek;0402279300;www.berkenschutse.nl;Postbus;61;5590 AB;HEEZE;413;SO + VSO
73919;Stichting Flore;W.M. Dudokweg;47;1703 DA;HEERHUGOWAARD;0398;HEERHUGOWAARD;Interconfessioneel;0725660200;www.stichtingflore.nl;Postbus;279;1700 AG;HEERHUGOWAARD;948;BO
73932;Stichting Katholiek Onderwijs Borsele;Deken Tomaslaan;35;4453 AK;'S-HEERENHOEK;0654;BORSELE;Rooms-Katholiek;0113350877;www.donbosco-school.nl;Postbus;6;4453 ZG;'S-HEERENHOEK;413;BO
74010;Stichting Speciaal Onderwijs Regio Helmond;Hortensialaan;87;5701 WL;HELMOND;0794;HELMOND;Rooms-Katholiek;0413480821;                                                                                ;Hortensialaan;87;5701 WL;HELMOND;950;SBO
74049;Stichting Signum;Berlicumseweg;8-G;5248 NT;ROSMALEN;0796;S HERTOGENBOSCH;Rooms-Katholiek;0738507850;www.signumonderwijs.nl;Postbus;104;5240 AC;ROSMALEN;   ;BO + SBO
74127;Stichting Gabriël bs en vso v. leerl. mot. bep.;Kooikersweg;303;5223 KE;'S-HERTOGENBOSCH;0796;S HERTOGENBOSCH;Rooms-Katholiek;0736417465;                                                                                ;Kooikersweg;303;5223 KE;'S-HERTOGENBOSCH;401;SO + VSO
74154;Stichting Kath. Prim. Onderw. Roosendaal;Rector Hellemonsstraat;1-B;4702 RG;ROOSENDAAL;1674;ROOSENDAAL;Rooms-Katholiek;0165567761;www.kporoosendaal.nl;Postbus;1754;4700 BT;ROOSENDAAL;413;BO + SBO + SO + VSO
74426;Stichting Rooms Katholiek Onderwijs Huizen;Aristoteleslaan;135;1277 AV;HUIZEN;0406;HUIZEN;Rooms-Katholiek;0356260575;www.rkbsdespringplank.nl;Aristoteleslaan;135;1277 AV;HUIZEN;953;BO
74492;Ver. v. Protestants-Christel. Onderwijs te Wassenaar;Herenweg;4;2242 ES;WASSENAAR;0629;WASSENAAR;Protestants-Christelijk;0705114223;www.herenwegschool.nl;Postbus;421;2240 AK;WASSENAAR;706;BO
74531;Stichting Kind en Onderwijs Rotterdam;Crooswijksesingel;18;3034 CH;ROTTERDAM;0599;ROTTERDAM;Protestants-Christelijk;0104125101;www.kindenonderwijsrotterdam.nl;Postbus;22009;3003 DA;ROTTERDAM;065;BO + SBO
74609;Ver. Verstrekk. Basisonderwijs Geref. Grondslag Berkenwoude;Prins Clausstraat;1;2825 BG;BERKENWOUDE;1931;KRIMPENERWAARD;Protestants-Christelijk;0182362589;www.cbsberkenwoude.nl;Prins Clausstraat;1;2825 BG;BERKENWOUDE;165;BO
74803;Stichting Adelante Onderwijs;Onderstestraat;29;6301 KA;VALKENBURG LB;0994;VALKENBURG AAN DE GEUL;Rooms-Katholiek;0455282600;www.adelante-zorggroep.nl;Postbus;88;6430 AB;HOENSBROEK;136;SO + VSO
74868;Stichting Katholiek Basisonderwijs Meijel;Kerkstraat;7;5768 BH;MEIJEL;1894;PEEL EN MAAS;Rooms-Katholiek;0774669210;www.dendoelhof.nl;Postbus;51;5768 ZH;MEIJEL;   ;BO
74973;Ver. Prot.-Chr. Basisonderwijs te Sleeuwijk;Tienhont;7;4254 CL;SLEEUWIJK;0870;WERKENDAM;Protestants-Christelijk;0183309028;www.morgenster-sleeuwijk.nl;Tienhont;7;4254 CL;SLEEUWIJK;558;BO
75064;Ver. St./Inst.houd. SmdB v. Bo op Ger. Grondslag te Ouddorp;Margrietweg;6;3253 BM;OUDDORP ZH;1924;GOEREE-OVERFLAKKEE;Protestants-Christelijk;0187682306;www.smdbkoninginbeatrix.nl;Margrietweg;6;3253 BM;OUDDORP ZH;606;BO
75206;Stichting Katholieke Scholen Oegstgeest;Rembrandt van Rijnlaan;26;2343 SR;OEGSTGEEST;0579;OEGSTGEEST;Rooms-Katholiek;0715177211;www.jenaplandekring.nl;Rembrandt van Rijnlaan;26;2343 SR;OEGSTGEEST;098;BO
75219;Stichting Kathol. Onderw. NO Twente;Ootmarsumsestraat;21;7591 EN;DENEKAMP;1774;DINKELLAND;Rooms-Katholiek;0541351769;www.konot.nl;Postbus;369;7570 AJ;OLDENZAAL;722;BO + SBO
75375;Stichting Katholiek Onderwijs West-Friesland;Kerkstraat;79;1687 AM;WOGNUM;0420;MEDEMBLIK;Rooms-Katholiek;0229544810;www.skowestfriesland.nl;Kerkstraat;79;1687 AM;WOGNUM;   ;BO
75388;Stichting Katholiek Basisonderwijs Oss;Nelson Mandelaboulevard;2;5342 CZ;OSS;0828;OSS;Rooms-Katholiek;0412691615;www.skbo.nl;Postbus;661;5340 AR;OSS;   ;BO
75531;Stichting Katholiek Onderwijs Pijnacker;Meidoornlaan;2;2641 CB;PIJNACKER;1926;PIJNACKER-NOOTDORP;Rooms-Katholiek;0153694066;www.skoppijnacker.nl;Meidoornlaan;2;2641 CB;PIJNACKER;413;BO
75597;Kerobei, Stichting voor K/OPO Gem. Beesel, Maasbree en Venlo;Wylrehofweg;11;5912 PM;VENLO;0983;VENLO;Samenwerking Opb., RK;0773968888;www.kerobei.nl;Postbus;1035;5900 BA;VENLO;696;BO + SBO
75688;Ver. voor Bijz. Onderw. op Algemene Grondslag;St.-Michaelstraat;30;5421 NK;GEMERT;1652;GEMERT-BAKEL;Algemeen bijzonder;0492364404;www.pandelaar.gemert.kennisnet.nl;St.-Michaelstraat;30;5421 NK;GEMERT;136;BO
75753;Stg. Proceon voor Prot. Chr. Onderwijs in het Gooi en omg.;Nieuwe Havenweg;53;1216 BL;HILVERSUM;0402;HILVERSUM;Protestants-Christelijk;0356852320;www.proceon.nl;Postbus;352;1200 AJ;HILVERSUM;706;BO
75778;Stichting R.K. Mytylschool Roosendaal;Gezellelaan;13;4707 CC;ROOSENDAAL;1674;ROOSENDAAL;Rooms-Katholiek;0165558200;www.mytylschoolroosendaal.nl;Gezellelaan;13;4707 CC;ROOSENDAAL;413;SO + VSO
75934;Stichting Katholiek Onderwijs Rijsbergen;Sint Bavostraat;5;4891 CG;RIJSBERGEN;0879;ZUNDERT;Rooms-Katholiek;0765722600;                                                                                ;Postbus;65;4890 AB;RIJSBERGEN;136;BO
75974;Herv. Schoolver. Op Geref. Grondsl. te Elspeet;Ds. Kalshovenweg;15;8075 AE;ELSPEET;0302;NUNSPEET;Protestants-Christelijk;0577492039;                                                                                ;Ds. Kalshovenweg;15;8075 AE;ELSPEET;165;BO
76585;Stichting de Vrije School Zeeland;Willem Arondeusstraat;59;4333 DD;MIDDELBURG;0687;MIDDELBURG;Antroposofisch;0118612102;www.vsz.nl;Willem Arondeusstraat;59;4333 DD;MIDDELBURG;413;BO
76663;Stg. Verstrekk. Basisonderwijs op Reformatorische Grondslag;Molenstraat;98;6721 WP;BENNEKOM;0228;EDE;Protestants-Christelijk;0318430660;                                                                                ;Molenstraat;98;6721 WP;BENNEKOM;165;BO
76689;Stichting Orthopedagogische Onderwijsinstell. Arnhem e.o.;Vossenstraat;6;6811 JL;ARNHEM;0202;ARNHEM;Algemeen bijzonder;0263537480;www.deonderwijsspecialisten.nl;Postbus;821;6800 AV;ARNHEM;673;SO + VSO
76715;Ver. tot vest. en instandh. v. Sch. md Bijbel, Geref.Grondsl;Taxhof;5;4261 ZJ;WIJK EN AALBURG;0738;AALBURG;Protestants-Christelijk;0416532743;www.dehoeksteencbs.nl;Postbus;13;4260 AA;WIJK EN AALBURG;165;BO
76740;Stichting Werkplaats Kindergemeenschap;Kees Boekelaan;12;3723 BA;BILTHOVEN;0310;DE BILT;Algemeen bijzonder;0302282841;www.wpkeesboeke.nl;Kees Boekelaan;12;3723 BA;BILTHOVEN;706;BO
76793;Stichting Rooms Katholiek Onderwijs;Laauwikstraat;11;6663 CD;LENT;0268;NIJMEGEN;Rooms-Katholiek;0243233510;www.degeldershof.nl;Laauwikstraat;11;6663 CD;LENT;950;BO
76806;Stg. Katholiek Primair Onderw. Oost-Veluwe;Hoenderparkweg;61;7335 GR;APELDOORN;0200;APELDOORN;Rooms-Katholiek;0555779799;www.veluwseonderwijsgroep.nl;Postbus;20250;7302 HG;APELDOORN;   ;BO + SBO
76819;Stg. v. Prot.-Christ.-Onderw. te Ermelo;Putterweg;7-B;3851 GA;ERMELO;0233;ERMELO;Protestants-Christelijk;0341559876;www.vpcoermelo.nl;Postbus;284;3850 AG;ERMELO;606;BO
76910;Stichting Interconfessioneel Onderwijs te Bredevoort;Pater Jan de Vriesstraat;17;7126 BL;BREDEVOORT;0197;AALTEN;Algemeen bijzonder;          ;www.bastionbredevoort.eu;Postbus;159;7000 AD;DOETINCHEM;744;BO
76961;Stichting Katholiek Onderwijs De Kwakel;Eendracht;8;1423 ET;UITHOORN;0451;UITHOORN;Rooms-Katholiek;0297520441;www.skodekwakel.nl;Eendracht;8;1423 ET;UITHOORN;722;BO
77052;Stichting Overvecht Zuid Voor Het Katholiek Onderwijs;Winterboeidreef;6;3561 HX;UTRECHT;0344;UTRECHT;Rooms-Katholiek;0334698272;                                                                                ;Postbus;5040;3502 JA;UTRECHT;706;BO
77091;Nederlands Instituut voor Katholieke Kerkmuziek;Plompetorengracht;5;3512 CA;UTRECHT;0344;UTRECHT;Rooms-Katholiek;0302319456;                                                                                ;Plompetorengracht;5;3512 CA;UTRECHT;706;BO
77195;Katholieke Scholenstichting Utrecht (K.S.U.);Kaap Hoorndreef;46-A;3563 AV;UTRECHT;0344;UTRECHT;Rooms-Katholiek;0302642080;www.ksu-utrecht.nl;Postbus;9001;3506 GA;UTRECHT;953;BO + SBO
77196;Vereniging voor Prot. Christ. Primair Onderwijs te Rijssen;Molenstraat;3;7462 TK;RIJSSEN;1742;RIJSSEN-HOLTEN;Protestants-Christelijk;0548513813;www.pcporijssen.nl;Postbus;47;7460 AA;RIJSSEN;715;BO + SBO
77235;Stichting Proles, stichting voor openb. en kathol. onderw.;Marketing;30-B;6921 RE;DUIVEN;0226;DUIVEN;Samenwerking Opb., RK;0264432474;www.stichtingproles.nl;Marketing;30-B;6921 RE;DUIVEN;744;BO
77338;Stg. Veldvest bijzond. onderw. in Veldhoven en omgeving;Pastoor Jansenplein;21;5504 BS;VELDHOVEN;0861;VELDHOVEN;Rooms-Katholiek;0402531201;www.veldvest.nl;Pastoor Jansenplein;21;5504 BS;VELDHOVEN;947;BO + SBO + SO + VSO
77456;Stichting Vrijescholen Athena;Hofstraat;8;7411 PD;DEVENTER;0150;DEVENTER;Antroposofisch;0570612459;www.vsathena.nl;Postbus;749;7400 AS;DEVENTER;722;BO + SO + VSO
77533;Stg. Kath./Interc. Pr. Onderw. Noord- en Midden-Zeeland;Stationspark;49;4462 DZ;GOES;0664;GOES;Rooms-Katholiek;0113218899;www.prisma-scholen.nl;Postbus;2100;4460 MC;GOES;413;BO
77651;Stichting Samenwerking Nieuwegein;Dasseweide;1;3437 WN;NIEUWEGEIN;0356;NIEUWEGEIN;Algemeen bijzonder;0306372144;www.sbo-evenaar.nl;Postbus;7107;3430 JC;NIEUWEGEIN;136;SBO
77690;Sticht. Kolom, Stichting voor Speciaal en Regulier Onderwijs;Kalfjeslaan;380;1081 JA;AMSTERDAM;0363;AMSTERDAM;Algemeen bijzonder;0205148080;www.kolom.net;Kalfjeslaan;380;1081 JA;AMSTERDAM;136;SBO + SO + VSO
77975;Stichting Trinamiek, stichting v kath, opb en alg-bijz primair en voortgezet ond;Lorentzlaan;4;3401 MX;IJSSELSTEIN UT;0353;IJSSELSTEIN;Rooms-Katholiek;0306868444;www.lekenijssel.nl;Postbus;377;3400 AJ;IJSSELSTEIN UT;696;BO + SBO
78066;Stichting Primair onderwijs in de gemeente Zundert;Berkenlaan;156;4881 XE;ZUNDERT;0879;ZUNDERT;Samenwerking PC, RK, Alg. Bijz;0765973502;www.annaschool.nl;Postbus;163;4880 AD;ZUNDERT;950;BO
78184;Stichting Vrije School Zwolle;Bachlaan;8;8031 HL;ZWOLLE;0193;ZWOLLE;Antroposofisch;0384225448;www.vrijeschoolzwolle.nl;Bachlaan;8;8031 HL;ZWOLLE;722;BO
78197;Ver. voor Christelijk Onderw. op Reformatorische Grondslag;Liemers;2;8245 BP;LELYSTAD;0995;LELYSTAD;Reformatorisch;0320247917;                                                                                ;Liemers;2;8245 BP;LELYSTAD;165;BO
78222;Stichting Scala, stg. voor kath., openb./a.b.o.;Kerkstraat;35;5154 AN;ELSHOUT;0797;HEUSDEN;Rooms-Katholiek;0416320264;www.scalascholen.nl;Kerkstraat;35;5154 AN;ELSHOUT;696;BO
78457;Stichting Joodse Kindergem. Cheider;Zeelandstraat;11;1082 BV;AMSTERDAM;0363;AMSTERDAM;Joods;0206465564;www.cheider.nl;Postbus;7828;1008 AA;AMSTERDAM;222;BO
78782;Octant, stichting voor christelijk basisonderwijs;Gildeweg;12;2632 BA;NOOTDORP;1926;PIJNACKER-NOOTDORP;Protestants-Christelijk;0153614698;www.octant.nl;Postbus;22;2630 AA;NOOTDORP;065;BO
78912;St. Ver. Schol. J.A.Alberdingk Thijm Primair Onderwijs;Emmastraat;58;1213 AL;HILVERSUM;0402;HILVERSUM;Samenwerking RK, Alg. Bijz.;0356460088;www.atscholen.nl;Postbus;613;1200 AP;HILVERSUM;250;BO + SBO
79003;Stichting Het Zonnewiel, Vrijeschool De Bilt;Weltevreden;6;3731 AL;DE BILT;0310;DE BILT;Antroposofisch;0302210430;www.zonnewieldebilt.nl;Weltevreden;6;3731 AL;DE BILT;722;BO
79016;Montessori Vereniging Haarlemmermeer;Kaj Munkweg;45;2131 RV;HOOFDDORP;0394;HAARLEMMERMEER;Algemeen bijzonder;0235611500;                                                                                ;Kaj Munkweg;45;2131 RV;HOOFDDORP;706;BO
79536;Stg. Atrium Katholiek Primair Onderwijs in Langedijk e.o.;Voorburggracht;262;1723 HN;NOORD-SCHARWOUDE;0416;LANGEDIJK;Rooms-Katholiek;0226343606;www.atriumscholen.nl;Postbus;63;1723 ZH;NOORD-SCHARWOUDE;213;BO
79796;Stichting Neutraal Bijzonder Montessori Onderwijs Purmerend;Salland;38;1447 BT;PURMEREND;0439;PURMEREND;Algemeen bijzonder;0299479699;www.cpow.nl;Postbus;42;1440 AA;PURMEREND;706;BO
79835;Vereniging voor Montessori- Onderwijs te Leusden;Uilenhoeve;39;3831 TX;LEUSDEN;0327;LEUSDEN;Algemeen bijzonder;0334940574;www.montessorischool.nl;Uilenhoeve;39;3831 TX;LEUSDEN;638;BO
79874;Stichting Kopwerk;Drs. F. Bijlweg;3;1784 MC;DEN HELDER;0400;DEN HELDER;Protestants-Christelijk;0852734000;www.kopwerk.nl;Postbus;444;1780 AK;DEN HELDER;   ;BO
79952;Groenekanse Schoolvereniging de Nijepoort,BOAG Groenekan eo;Groenekanseweg;32;3737 AG;GROENEKAN;0310;DE BILT;Algemeen bijzonder;0346210252;www.nijepoort.nl;Groenekanseweg;32;3737 AG;GROENEKAN;706;BO
80095;Ver. Protestants Christelijk Basisonderwijs te Rijnsburg;Smidstraat;25;2231 EK;RIJNSBURG;0537;KATWIJK;Protestants-Christelijk;0714097780;www.pcborijnsburg.nl;Postbus;153;2230 AD;RIJNSBURG;706;BO
80433;Stichting PIT-Onderwijs;Dr. Plesmanstraat;22;3331 KH;ZWIJNDRECHT;0642;ZWIJNDRECHT;Protestants-Christelijk;0788200010;www.pit-ko.nl;Postbus;325;3330 AH;ZWIJNDRECHT;065;BO + SBO
81030;Ver. voor Prot. Chr. Basis Onderwijs de Schakel;Beerzerhaar;5-A;7685 PP;BEERZERVELD;0175;OMMEN;Protestants-Christelijk;0523251788;                                                                                ;Beerzerhaar;5-A;7685 PP;BEERZERVELD;715;BO
81069;Ver. Protestants-Christelijk Basisonderwijs 'Jonathan';Fockema Andreaelaan;94;9244 BB;BEETSTERZWAAG;0086;OPSTERLAND;Protestants-Christelijk;0512382290;www.paedwizer.nl;Fockema Andreaelaan;94;9244 BB;BEETSTERZWAAG;780;BO
81316;Stichting Amsterdamse Oecumenische Scholengroep;Baden Powellweg;305-J;1069 LH;AMSTERDAM;0363;AMSTERDAM;Protestants-Christelijk;0204106810;www.amosonderwijs.nl;Baden Powellweg;305-J;1069 LH;AMSTERDAM;239;BO
81433;Ver. Prot. Chr. Basisonderwijs te Anjum;Burmaniastrjitte;1-A;9133 MV;ANJUM;0058;DONGERADEEL;Protestants-Christelijk;0519321387;www.cbs-de-eker.nl;Burmaniastrjitte;1-A;9133 MV;ANJUM;948;BO
81810;Christelijke Schoolvereniging Amsterdam Zuid;Hondecoeterstraat;6;1071 LR;AMSTERDAM;0363;AMSTERDAM;Protestants-Christelijk;0206760625;                                                                                ;Postbus;9853;1006 AN;AMSTERDAM;222;BO
81902;St. tot het verstrekken van Onderwijs Gereform. Grondslag;Pilootweg;2;4696 RJ;STAVENISSE;0716;THOLEN;Protestants-Christelijk;0166692800;                                                                                ;Pilootweg;2;4696 RJ;STAVENISSE;165;BO
81967;Stichting voor Basisonderwijs op Gereformeerde Grondslag;Achterstraat;2-A;4675 BW;SINT PHILIPSLAND;0716;THOLEN;Protestants-Christelijk;0167573134;www.konjusch.nl;Achterstraat;2-A;4675 BW;SINT PHILIPSLAND;165;BO
81979;Ver. tot Stg. en Instandhoud. van een School met den Bijbel;Scheepsbouwplein;10;2953 XM;ALBLASSERDAM;0482;ALBLASSERDAM;Protestants-Christelijk;0786912669;www.kompas-alblasserdam.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
82084;Ver. Chr. Nat. Schoolonderwijs te Goudriaan en omstreken;Noordzijde;47;2977 XA;GOUDRIAAN;1927;MOLENWAARD;Protestants-Christelijk;0183581210;www.fakkel-goudriaan.nl;Postbus;80;3360 AB;SLIEDRECHT;136;BO
82253;Stichting Emiliusschool;Nieuwstraat;72;5691 AE;SON EN BREUGEL;0848;SON EN BREUGEL;Algemeen bijzonder;0499494242;                                                                                ;Nieuwstraat;72;5691 AE;SON EN BREUGEL;947;SO + VSO
82292;Stichting Hub Noord-Brabant;Waterleidingstraat;4;5244 PE;ROSMALEN;0796;S HERTOGENBOSCH;Algemeen bijzonder;0735231190;www.hubnoordbrabant.nl;Postbus;460;5240 AL;ROSMALEN;401;SO + VSO
82526;Stichting voor Prot. Christel. Basisonderwijs Apeldoorn;Jean Monnetpark;27;7336 BA;APELDOORN;0200;APELDOORN;Protestants-Christelijk;0555224477;                                                                                ;Postbus;328;7300 AH;APELDOORN;   ;BO
82591;Stichting Chr. B.s. De Klokkenberg;Kopseweg;7;6522 KB;NIJMEGEN;0268;NIJMEGEN;Protestants-Christelijk;0243229220;www.basisschooldeklokkenberg.nl;Kopseweg;7;6522 KB;NIJMEGEN;606;BO
82747;Stichting Jenaplanscholen Bollenstreek;Judith Leijsterstraat;2;2162 JK;LISSE;0553;LISSE;Algemeen bijzonder;0252418191;www.de-waterval.nl;Postbus;175;2160 AD;LISSE;706;BO
82785;Stichting Protestants Christelijk Onderwijs LEV;J.W. de Ruijterstraat;10;2771 HX;BOSKOOP;0484;ALPHEN AAN DEN RIJN;Protestants-Christelijk;0172217761;www.spco-lev.nl;J.W. de Ruijterstraat;10;2771 HX;BOSKOOP;136;BO
82786;Stichting Interconfessionele Samenwerkingsschool Meddo;Beuksveld;6;7104 BD;WINTERSWIJK MEDDO;0294;WINTERSWIJK;Algemeen bijzonder;0543569406;www.tkempken.nl;Postbus;159;7000 AD;DOETINCHEM;744;BO
82838;Vereniging Nieuwe School Edam;Voorhaven;114;1135 BT;EDAM;0385;EDAM-VOLENDAM;Algemeen bijzonder;0299371035;www.denieuweschool.nl;Voorhaven;114;1135 BT;EDAM;291;BO
